"","spp","FEATUREID","HUC8","StreamOrde","Pathlength","ArbolateSu","AreaSqKM_1","TotDASqKM","Q0001E","V0001E","Qincr0001E","TEMP0001","PPT0001","PET0001","QLOSS0001","Q0001E_01","Q0001E_02","Q0001E_03","Q0001E_04","Q0001E_05","Q0001E_06","Q0001E_07","Q0001E_08","Q0001E_09","Q0001E_10","Q0001E_11","Q0001E_12","RunOffV","MinMonthly","NLCD11P","NLCD21P","NLCD22P","NLCDUrbanP","NLCDForestP","NLCD52P","NLCD71P","NLCD81P","NLCD82P","NLCD95P","NLCD11PC","NLCD21PC","NLCD22PC","NLCDUrbanPC","NLCDForestPC","NLCD52PC","NLCD71PC","NLCD81PC","NLCD82PC","NLCD95PC","slope_MEAN","road_density_MEAN","tfactor_MEAN","water_table_MEAN","erodability_MEAN","VALUE_11","VALUE_21","VALUE_22","VALUE_23_24","VALUE_FOREST","VALUE_52","VALUE_71","VALUE_81","VALUE_82","VALUE_95","PctRipForest","PctRipWetland","cold","cool","warm","Crossings","AnimalOpsCount","NPDESCount"
"2786","background",9745848,3050102,2,533.34,32.943,1.3509,47.5632,26.472,1.03305,-0.0238,14.87048,1251.07,795.59943,0,37.46,42.353,46.448,34.483,26.071,18.648,14.103,13.296,15.123,16.274,36.162,31.856,442.896,6,0,6.662225,0.999334,0,35.109927,1.732179,7.528314,47.968021,0,0,0.124886,6.128898,1.167499,0.193007,38.130108,2.942401,6.178096,44.38957,0.482516,0,3.392682831,5.986899479,5,80.21761658,0.266094789,0,900,0,0,18900,0,900,13500,0,0,0.549450549,0.027472527,0,0,100,1,0,0
"2787","background",9745182,3050102,1,569.763,3.06,5.2236,5.2236,2.769,0.88157,2.76879,14.4106,1265.9,775.89382,0,4.959,5.239,5.695,4.09,3,1.715,1.021,0.698,0.558,2.903,7.009,4.252,473.347,6.190209,0,5.323915,0.861475,0,73.035838,1.860786,5.168849,13.662991,0,0,0,5.323915,0.861475,0,73.035838,1.860786,5.168849,13.662991,0,0,6.566956696,4.38902382,4.280323915,99,0.25398174,0,1800,900,0,87300,1800,11700,4500,0,0,0.747855918,0,0,100,0,2,0,0
"2788","background",9745094,3050102,1,592.673,3.242,3.7071,3.7071,2.158,0.90103,2.15824,13.95846,1304.84,753.02601,0,3.838,4.02,4.243,3.19,2.3,1.288,0.754,0.501,0.398,2.926,6.464,3.447,519.906,8,0,2.233552,0,0,95.654285,0.704054,0.024278,1.383831,0,0,0,2.233552,0,0,95.654285,0.704054,0.024278,1.383831,0,0,8.522929819,2.324246278,2.491138626,54,0.26680748,0,2700,900,0,114300,1800,0,900,0,0,0.960061444,0,0,100,0,1,0,0
"2789","background",9747228,3050102,1,501.604,2.887,1.3968,2.8818,1.26,0.73627,0.60357,15.15898,1200.89,811.21773,0,2.539,2.677,2.888,1.818,1.107,0.64,0.422,0.309,0.271,0.232,0.583,1.666,385.881,6,0,3.092784,0.064433,0,66.817011,5.927835,5.60567,18.492268,0,0,0,5.496565,0.437227,0,48.469707,3.185509,3.747658,37.601499,1.061836,0,2.950328412,6.696940197,5,57.66820276,0.247925256,0,900,0,0,56700,900,0,22500,0,0,0.734090909,0,0,0,100,1,0,0
"2790","background",9745910,3050102,1,529.584,1.871,1.4139,1.4139,0.657,0.7115,0.65798,14.89711,1223.79,800.08407,0,1.269,1.328,1.431,0.966,0.648,0.377,0.228,0.168,0.133,0.114,0.376,0.86,415.582,6,1.400382,0.445576,15.404201,6.301719,13.876512,2.482495,3.882877,52.196053,0.827498,0,1.400382,0.445576,15.404201,6.301719,13.876512,2.482495,3.882877,52.196053,0.827498,0,2.591692192,6.094614832,4.874025974,48.15833333,0.255581548,11700,0,6300,1800,20700,9000,2700,11700,0,0,0.252077562,0.005540166,0,0,100,2,0,0
"2791","background",9745326,3050102,2,608.914,4.523,0.0621,4.7547,3.437,0.89282,0.04124,13.80268,1341.13,744.70481,0,5.393,5.596,6.025,4.739,4.152,2.865,1.267,0.82,0.816,11.226,10.448,5.076,593.072,8.826089,0,0,0,0,100,0,0,0,0,0,0,0.378573,0,0,97.520348,0.321787,0.302858,1.476434,0,0,7.249615033,3.147390217,5,61,0.281739132,0,0,0,0,10800,0,0,0,0,0,1,0,100,0,0,0,0,0
"2792","background",9745704,3050102,1,609.451,2.053,0.7551,0.7551,0.575,0.79277,0.5759,12.48476,1410.96,681.73494,0,0.898,0.889,0.961,0.795,0.663,0.367,0.211,0.141,0.186,3.054,0.619,0.713,681.098,13.975,0,3.456496,0,0,96.543505,0,0,0,0,0,0,3.456496,0,0,96.543505,0,0,0,0,0,10.77983052,3.325091015,2,0,0.219999999,0,0,0,0,71100,0,0,0,0,0,1,0,0,100,0,0,0,0
"2793","background",9745446,3050102,1,533.392,5.517,0.0909,6.2604,2.881,0.71567,0.04153,14.92333,1220.96,801.94304,0,5.553,5.808,6.31,4.287,2.854,1.676,1.01,0.673,0.589,3.269,5.409,4.343,408,6,0,2.970297,0,0,75.247525,0,0.990099,20.792079,0,0,0.071881,12.061529,7.346176,2.93272,32.303048,1.3226,2.903968,41.058079,0,0,5.472369781,6.617543976,4.544554455,38,0.271287133,0,0,0,0,7200,0,0,0,0,0,1,0,0,0,100,0,0,0
"2794","background",9745792,3050102,2,538.512,6.774,2.2716,12.8934,7.765,0.91143,2.10574,14.75176,1268.07,790.50081,0,10.647,12.285,13.442,10.002,7.768,5.307,4.1,3.68,4.91,5.791,14.058,9.844,462.791,6,0,8.201268,0,0,31.8542,4.001585,3.803487,51.901743,0,0,0.034901,7.210666,0.718972,0,37.239984,5.249197,5.7448,43.075527,0,0,2.781509695,7.265836373,5.011895321,33.25,0.262133224,0,1800,0,0,57600,2700,0,15300,0,0,0.720873786,0,0,0,100,1,0,0
"2795","background",9747300,3050102,1,487.174,15.179,22.2381,22.6152,10.448,0.94038,10.28128,15.29248,1183.9,817.50651,0,16.628,19.168,20.473,13.029,7.918,5.758,4.795,4.885,7.623,8.195,9.094,13.072,367.7,5.292079,0.089036,19.547533,9.850662,3.30244,43.320248,1.473147,4.079485,18.001538,0.149743,0.02833,0.087551,19.551894,9.829672,3.247373,43.003821,1.500318,4.079115,18.369946,0.147246,0.027858,2.428926355,10.71412151,4.953197806,46.43281309,0.269376186,0,37800,9000,0,458100,8100,23400,49500,0,0,0.594688587,0.07809042,0,0,100,9,4,1
"2798","background",9747390,3050102,2,507.445,85.726,24.5331,182.2185,91.67,1.21057,9.90381,15.1343,1226.51,808.7119,0,137.351,141.947,159.945,115.77,100.703,74.275,48.329,46.141,40.357,73.586,72.877,91.407,413.123,6,0.209105,8.676034,3.466745,0.597967,40.29128,1.610477,4.703034,40.39033,0,0,0.134838,6.504828,2.493271,0.549724,40.125949,2.002815,4.529178,43.188699,0.350184,0.010866,2.185798287,6.686042686,5.020243525,51.95900474,0.262332265,0,2700,2700,0,301500,0,8100,9000,0,0,0.78542971,0.051792829,0,0,100,4,0,0
"2799","background",9745744,3050102,1,535.849,3.556,6.3081,6.3081,3.246,0.81014,3.24636,14.65633,1263.77,786.56394,0,5.99,6.269,6.803,4.691,3.404,1.928,1.181,0.816,0.593,3.289,7.528,4.937,459.577,6,0,4.965045,0.128406,0.028535,35.796832,1.555143,4.380083,53.060351,0,0,0,4.965045,0.128406,0.028535,35.796832,1.555143,4.380083,53.060351,0,0,3.111008179,5.679781261,4.99014708,70.29679595,0.253726949,0,900,0,0,77400,6300,10800,41400,0,0,0.403462051,0,0,0,100,2,0,0
"2800","background",9745170,3050102,2,604.64,6.275,1.7631,5.1876,3.195,0.82712,1.0365,14.20511,1305.16,764.17489,0,5.538,5.805,6.117,4.564,3.391,1.896,1.107,0.729,0.569,6.45,9.148,4.905,524.992,8,0,13.221031,2.399183,0.408372,37.059724,3.113834,3.522205,39.612047,0,0,0,4.944483,0.936849,0.138793,70.593338,2.012492,1.752255,19.396253,0,0,5.590004765,10.41513462,3.698825932,55.45833333,0.284272584,0,1800,1800,0,42300,0,3600,27000,0,0,0.466019417,0,0,100,0,2,0,0
"2801","background",9745718,3050102,1,590.925,4.055,3.5793,3.5793,1.966,0.82597,1.96618,14.48103,1289.69,778.07749,0,3.513,3.699,3.988,2.844,2.183,1.203,0.721,0.481,0.384,2.1,5.696,3.137,490.552,6,0,4.953483,0.678904,0.025145,64.898164,4.123711,7.442796,17.550918,0,0,0,4.953483,0.678904,0.025145,64.898164,4.123711,7.442796,17.550918,0,0,3.841505723,4.279124724,4.97306821,36.95884774,0.236335266,0,900,0,0,138600,3600,9900,900,0,0,0.82754491,0,0,100,0,1,0,0
"2802","background",9747194,3050102,2,529.537,36.746,8.2008,55.9611,30.709,1.01231,4.13634,14.88163,1246.63,795.94752,0,43.753,49.269,54.059,39.982,30.064,21.631,16.369,15.532,17.394,18.509,40.291,36.74,439.816,6,0.065847,4.03863,3.489903,0.877963,45.829676,4.510536,3.676471,37.203687,0,0,0.115795,5.810643,1.503723,0.292704,39.264059,3.163448,5.820293,43.350649,0.410106,0,3.19836698,4.500322917,5.017055145,54.08780488,0.267388525,0,4500,1800,0,128700,0,3600,3600,0,0,0.688691233,0.124523507,0,0,100,1,0,1
"2803","background",9745342,3050102,1,600.218,2.828,2.1933,2.1933,1.424,0.85232,1.42386,13.68773,1324.46,738.1346,0,2.336,2.422,2.644,2.04,1.598,0.885,0.504,0.34,0.252,4.419,5.153,2.286,579.734,8.57448,0,0.656545,0,0,96.06073,0.123102,0,3.159622,0,0,0,0.656545,0,0,96.06073,0.123102,0,3.159622,0,0,12.00774587,1.016991448,2.082068117,0,0.222716453,0,0,0,0,106200,0,0,0,0,0,1,0,0,100,0,0,0,0
"2804","background",9745162,3050102,1,555.467,2.668,2.6244,2.6244,1.237,0.76004,1.23722,14.81718,1231.91,797.00986,0,2.329,2.478,2.665,1.879,1.28,0.74,0.458,0.317,0.246,0.211,0.653,1.582,420.995,6,0.274348,4.903978,8.470508,0.205762,44.513031,0.377229,4.561043,36.694102,0,0,0.274348,4.903978,8.470508,0.205762,44.513031,0.377229,4.561043,36.694102,0,0,3.135294561,4.835049275,4.88648834,38,0.291989024,0,900,0,0,75600,0,1800,15300,0,0,0.710629921,0,0,100,0,1,0,0
"2805","background",9745288,3050102,1,584.83,3.319,2.5929,2.5929,1.408,0.78997,1.4081,14.43141,1277.91,776.3889,0,2.508,2.633,2.85,2.1,1.541,0.862,0.522,0.348,0.278,0.209,4.33,2.309,484.963,6,0,10.586602,0.173551,0.312392,52.099966,4.02638,9.371746,23.082263,0,0,0,10.586602,0.173551,0.312392,52.099966,4.02638,9.371746,23.082263,0,0,3.584506146,7.627288665,4.958347796,90.80104712,0.341239147,0,2700,0,0,73800,18000,18900,8100,0,0,0.665676077,0,0,100,0,2,0,0
"2806","background",9745072,3050102,1,589.118,2.567,2.3643,2.3643,1.348,0.81966,1.3478,14.17783,1295.2,762.94033,0,2.388,2.483,2.654,1.998,1.456,0.822,0.476,0.317,0.254,2.092,4.448,2.247,509.075,8,0,4.948611,0,0,80.091358,1.827179,3.692425,9.440426,0,0,0,4.948611,0,0,80.091358,1.827179,3.692425,9.440426,0,0,7.077048864,5.314312692,2.92480916,153,0.280061048,0,2700,0,0,68400,5400,1800,11700,0,0,0.657841141,0,0,100,0,1,0,0
"2807","background",9747468,3050102,1,496.021,0.837,0.5985,0.5985,0.239,0.412,0.23975,15.45609,1178.29,825.44561,0,0.519,0.547,0.571,0.329,0.189,0.112,0.072,0.056,0.056,0.04,0.061,0.326,357.738,5,52.631579,0.451128,10.37594,9.172932,25.413534,0.75188,1.203008,0,0,0,52.631579,0.451128,10.37594,9.172932,25.413534,0.75188,1.203008,0,0,0,1.631444254,4.315677304,5.538116592,38,0.336136366,27900,0,1800,0,900,0,0,0,0,0,0.018987342,0,0,0,100,0,0,0
"2808","background",9745678,3050102,5,537.094,556.752,1.1745,580.1508,331.326,1.49709,0.43692,14.96443,1227.36,803.03942,0,448.624,484.269,549.285,466.344,353.476,291.404,209.251,211.12,167.518,170.311,217.438,315.082,417.214,6,0,0,1.37931,0,48.888889,0,1.226054,48.505747,0,0,0.363474,7.214107,3.507691,1.329327,62.414444,3.446569,4.013112,17.523565,0.122399,0.012876,2.822761995,2.023760907,4.982045277,95.05128205,0.246026438,0,0,0,0,52200,0,0,0,0,0,0.709090909,0.109090909,0,0,100,0,0,0
"2809","background",9745500,3050102,1,612.186,1.78,1.2321,1.2321,1.001,0.83471,1.00086,12.55249,1407.73,684.39149,0,1.538,1.529,1.652,1.343,1.127,0.662,0.37,0.234,0.347,4.85,4.066,1.276,725.419,14.1351,0,1.168736,0,0,98.831263,0,0,0,0,0,0,1.168736,0,0,98.831263,0,0,0,0,0,11.90414716,0.396373008,2.096420745,0,0.224295105,0,0,0,0,62100,0,0,0,0,0,1,0,100,0,0,0,0,0
"2811","background",9745354,3050102,1,536.734,2.175,2.1897,2.1897,1.01,0.7288,1.01014,14.80759,1220.51,796.53557,0,1.943,2.031,2.208,1.501,1.001,0.588,0.353,0.235,0.206,0.176,0.569,1.324,411.961,6,0.205508,12.741471,4.932182,0.739827,17.385943,2.42499,3.205919,58.364159,0,0,0.205508,12.741471,4.932182,0.739827,17.385943,2.42499,3.205919,58.364159,0,0,2.363298375,10.62168356,4.98928277,38,0.250568837,0,6300,0,0,53100,4500,5400,10800,0,0,0.445434298,0,0,0,100,2,0,0
"2812","background",9745586,3050102,2,601.635,6.428,0.7641,5.8185,3.46,0.87338,0.44664,14.38837,1315.12,772.49164,0,5.969,6.188,6.7,5.07,4.225,2.758,1.27,0.86,0.625,5.649,9.378,5.218,522.004,8,0,6.007067,0,0,58.421672,3.651355,3.76914,26.14841,2.002356,0,0,6.651199,0.154679,0,73.750966,9.543697,1.995359,7.517401,0.386698,0,4.309058872,4.18325742,4.92343934,81.43373494,0.341849228,0,1800,0,0,27900,0,3600,8100,0,0,0.639423077,0,0,100,0,1,0,0
"2813","background",9745504,3050102,2,610.32,9.192,1.4247,7.7112,7,1.06601,1.93059,12.865,1379.27,698.14524,0,8.063,9.48,9.855,8.454,7.313,5.26,3.775,3.169,7.381,20.019,16.345,8.458,667.299,13.2142,0,0.126342,0,0,99.873657,0,0,0,0,0,0,0.315126,0,0,99.684873,0,0,0,0,0,14.9047347,0.888579879,3.751105496,61,0.276152875,0,0,0,0,60300,0,0,0,0,0,1,0,100,0,0,0,0,0
"2814","background",9745056,3050102,1,559.527,1.938,1.9431,1.9431,0.973,0.8038,0.97382,14.57521,1255.2,784.86898,0,1.797,1.906,2.054,1.462,1.066,0.605,0.365,0.239,0.187,0.156,0.616,1.253,447.556,6,0,6.067624,37.980547,36.822603,11.996295,1.389532,1.899027,3.844372,0,0,0,6.067624,37.980547,36.822603,11.996295,1.389532,1.899027,3.844372,0,0,3.055301058,16.9640761,4.854562297,38,0.251157945,0,1800,23400,18900,17100,5400,0,900,0,0,0.188829787,0,0,100,0,6,0,0
"2816","background",9747326,3050102,1,488.671,3.183,4.7556,4.7556,1.882,0.77036,1.88194,15.40644,1170.95,823.06434,0,4.078,4.322,4.505,2.579,1.471,0.895,0.575,0.447,0.422,2.276,0.461,3.02,353.394,5,0,41.010598,26.949281,5.412566,18.395155,1.400454,3.785011,3.046934,0,0,0,41.010598,26.949281,5.412566,18.395155,1.400454,3.785011,3.046934,0,0,3.067561719,13.39666031,4.75703125,70.18950437,0.231012311,0,56700,1800,0,52200,0,3600,0,0,0,0.323101777,0.074313409,0,0,100,0,0,0
"2817","background",9745944,3050102,1,539.726,0.206,1.3905,1.3905,0.656,0.43585,0.65627,14.67685,1223.36,789.56496,0,1.253,1.309,1.421,0.966,0.64,0.373,0.224,0.162,0.13,0.112,0.415,0.878,421.48,6,2.718447,7.249191,0,0,26.472492,0,1.941748,61.618123,0,0,2.718447,7.249191,0,0,26.472492,0,1.941748,61.618123,0,0,1.826977192,8.776358391,5.093959732,31.36082474,0.238349001,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"2818","background",9745556,3050102,1,532.657,1.666,2.2248,2.2248,1.03,0.74206,1.03025,14.81522,1222.32,796.42579,0,1.979,2.079,2.245,1.518,1.015,0.585,0.358,0.241,0.209,0.179,0.587,1.361,413.533,6,0,8.131068,2.022654,0,28.195793,0.647249,4.368932,56.634304,0,0,0,8.131068,2.022654,0,28.195793,0.647249,4.368932,56.634304,0,0,2.622130679,9.380468315,4.80811359,52.37019231,0.239000816,0,3600,0,0,42300,2700,900,10800,0,0,0.461309524,0,0,0,100,1,0,0
"2819","background",9747232,3050102,1,503.705,5.366,13.6242,14.3676,7.364,0.93719,7.02273,15.08425,1215.01,807.24325,0,10.952,12.6,13.788,9.465,6.34,4.393,3.564,3.276,5.245,6.309,9.601,9.257,401.576,6,0.066059,11.732065,7.570353,0.495442,58.911349,3.580394,4.947813,12.696525,0,0,0.112754,12.521924,8.174643,0.469807,57.529442,3.395139,4.929842,12.866449,0,0,3.257825962,8.216918469,5.002489068,56.48161765,0.285589457,0,9900,3600,0,155700,2700,2700,14400,0,0,0.757309942,0.022417154,0,0,100,3,0,1
"2820","background",9747280,3050102,1,491.219,6.401,9.423,13.5585,6.135,0.87953,4.48422,15.36061,1167.06,821.23971,0,9.688,11.515,12.344,7.807,4.741,3.392,2.942,2.697,4.358,5.217,4.165,7.565,350.004,5,0.133715,32.626552,10.811843,2.559694,40.181471,0.592168,5.100287,7.994269,0,0,0.09293,28.775307,9.797544,2.011284,43.730501,0.723531,5.104547,9.764354,0,0,2.827875442,12.72713308,4.930812707,36.49417249,0.286677696,0,5400,900,0,137700,0,900,11700,0,0,0.663551402,0.140186916,0,0,100,2,0,1
"2821","background",9745386,3050102,1,609.148,2.237,3.1842,3.1842,2.372,0.96891,2.37242,13.17114,1372.35,713.84394,0,3.703,3.826,4.095,3.232,2.612,1.565,0.887,0.567,0.623,8.707,7.868,3.603,665.352,13.2465,0,0,0,0,98.501978,0,0,1.498021,0,0,0,0,0,0,98.501978,0,0,1.498021,0,0,14.78641427,0.636455997,3.044657999,61,0.258665913,0,0,0,0,70200,0,0,14400,0,0,0.88961039,0,100,0,0,0,0,0
"2822","background",9747398,3050102,1,474.149,7.567,21.0402,21.0402,9.298,0.937,9.29785,15.45943,1169.95,825.58555,0,15.131,17.592,18.651,11.515,6.934,5.086,4.155,4.213,6.902,7.387,5.783,11.572,350.292,5,0,34.30148,28.97596,19.988878,13.589699,0.239541,0.872615,2.031825,0,0,0,34.30148,28.97596,19.988878,13.589699,0.239541,0.872615,2.031825,0,0,2.309566529,18.31895938,4.894670604,42.52151102,0.235591048,0,86400,22500,24300,146700,1800,1800,2700,0,0,0.321143617,0.054521277,0,0,100,6,0,0
"2823","background",9745154,3050102,3,586.267,30.891,0.5031,29.6586,18.619,1.06514,0.38728,14.56408,1281.74,782.64229,0,25.196,28.671,30.872,24.844,18.678,13.112,9.71,8.675,11.096,15.631,30.997,22.852,477.406,6,0,20.572451,4.11449,0,62.432916,2.325581,3.220036,7.334526,0,0,0.051587,4.976634,0.494629,0,87.767797,2.288038,1.095467,3.310675,0,0,4.920801657,6.238698065,2.566308244,153,0.280554566,0,1800,0,0,13500,2700,0,0,0,0,0.376470588,0,0,100,0,1,0,0
"2824","background",9745098,3050102,1,565.059,2.224,1.6002,1.6002,0.81,0.77405,0.81053,14.69483,1254.96,789.85738,0,1.48,1.584,1.713,1.209,0.874,0.494,0.3,0.193,0.15,0.129,0.56,1.062,452.329,6,0,14.454443,19.235096,2.530934,42.463443,0.449944,6.974128,13.892013,0,0,0,14.454443,19.235096,2.530934,42.463443,0.449944,6.974128,13.892013,0,0,4.600517778,12.27641475,4.731721035,31.9950495,0.283053994,0,14400,5400,0,48600,0,900,11700,0,0,0.514739229,0.06122449,0,100,0,3,0,0
"2825","background",9745332,3050102,1,599.866,4.71,3.4587,3.4587,2.154,0.88969,2.15352,13.93652,1319.42,750.21676,0,3.623,3.775,4.075,3.119,2.377,1.32,0.77,0.51,0.38,4.946,6.912,3.375,556.026,8.182669,0,2.003643,0,0,88.238355,4.501691,3.486859,1.769451,0,0,0,2.003643,0,0,88.238355,4.501691,3.486859,1.769451,0,0,8.71996202,1.93250541,2.256310174,145,0.239047619,0,3600,900,0,160200,0,9900,0,0,0,0.902439024,0,0,100,0,1,0,0
"2826","background",9745524,3050102,2,604.172,14.772,3.0159,13.7979,10.231,0.95817,2.05332,14.09819,1327.49,757.96635,0,12.557,14.263,15.754,13.076,10.785,7.281,5.377,4.688,6.432,20.272,21.397,12.502,548.593,8,0.149209,5.729633,0,0,87.585795,3.163235,1.909878,1.46225,0,0,0.032614,2.087274,0,0,94.181724,1.872024,0.678364,1.128433,0,0,8.671767115,3.199038816,4.933911483,104.8878505,0.33270036,0,0,0,0,92700,6300,0,0,0,0,0.9,0,0,100,0,0,0,0
"2827","background",9745340,3050102,1,571.054,1.729,2.133,2.133,1.11,0.81101,1.11039,14.47148,1266.77,778.55483,0,2.021,2.12,2.308,1.653,1.195,0.68,0.402,0.283,0.217,0.172,0.847,1.467,464.884,6,0,3.966245,0,0,64.092826,1.983122,5.907173,24.050633,0,0,0,3.966245,0,0,64.092826,1.983122,5.907173,24.050633,0,0,4.541195248,4.409601274,4.788006757,38.99186992,0.267815805,0,900,0,0,49500,900,900,5400,0,0,0.757961783,0,0,100,0,1,0,0
"2829","background",9745344,3050102,2,570.956,3.982,0.0117,4.1499,2.153,0.8779,0.00596,14.77833,1263.01,793.32285,0,3.919,4.12,4.477,3.198,2.309,1.316,0.782,0.545,0.416,2.371,5.525,3.355,455,6,0,0,0,0,0,0,0,100,0,0,0,3.665149,0,0,69.681196,1.66992,5.096508,19.887226,0,0,2.06912413,5.221730709,5,55.42857143,0.32076923,0,0,0,0,0,0,0,3600,0,0,0,0,0,100,0,0,0,0
"2830","background",9745292,3050102,1,565.317,2.514,1.728,1.728,0.889,0.83501,0.88984,14.48831,1261.28,779.67559,0,1.618,1.708,1.851,1.316,0.939,0.537,0.324,0.218,0.164,0.141,0.658,1.171,459.863,6.089059,0,2.864583,0,0,55.677083,17.34375,13.020833,11.09375,0,0,0,2.864583,0,0,55.677083,17.34375,13.020833,11.09375,0,0,6.244642097,3.568129648,4.119457486,99,0.258316833,0,0,0,0,78300,10800,0,2700,0,0,0.591919192,0,0,100,0,0,0,0
"2831","background",9747262,3050102,1,493.653,5.695,9.6012,9.6012,3.874,0.85665,3.87376,15.25765,1177.47,816.17056,0,8.109,8.713,9.261,5.567,3.179,1.922,1.29,0.903,0.774,3.997,4.035,5.687,360.302,5.04406,0.056243,6.786652,2.896513,0.112486,59.176978,3.618298,5.164979,22.187852,0,0,0.056243,6.786652,2.896513,0.112486,59.176978,3.618298,5.164979,22.187852,0,0,3.000641389,7.138702932,5.008460237,40.84646195,0.304276718,0,5400,0,0,179100,1800,6300,12600,0,0,0.806306306,0.036036036,0,0,100,2,0,0
"2832","background",9745100,3050102,2,585.632,10.639,3.3786,9.9018,6.392,0.90678,2.67653,14.25609,1289.03,768.07159,0,8.495,9.782,10.629,8.496,6.463,4.365,3.281,2.82,4.258,5.838,12.989,8.212,492.34,6.002659,0,10.282365,0.399574,0,72.775706,3.782632,4.368673,8.018114,0,0,0,6.780585,0.36357,0,74.850028,2.790402,5.74441,9.343756,0,0,8.515025801,4.804560179,3.545551412,153,0.27846031,0,14400,0,0,71100,0,12600,15300,0,0,0.579470199,0,0,100,0,2,0,0
"2833","background",9745148,3050102,1,570.576,1.611,1.2492,1.2492,0.657,0.76008,0.65743,14.49937,1264.79,780.40892,0,1.183,1.243,1.36,0.974,0.705,0.403,0.235,0.167,0.134,0.1,0.518,0.869,469.983,6,0,6.123919,0.720461,0,54.682996,5.907781,5.18732,27.377522,0,0,0,6.123919,0.720461,0,54.682996,5.907781,5.18732,27.377522,0,0,5.741420286,5.910218425,4.350762527,99,0.27502899,0,0,0,0,46800,3600,3600,0,0,0,0.772575251,0,0,100,0,0,0,0
"2834","background",9747198,3050102,1,529.537,4.196,13.5504,13.5504,7.732,0.93121,7.73211,14.82985,1254.69,793.48029,0,10.978,12.539,13.765,9.822,7.302,4.975,3.89,3.48,4.984,6.024,13.084,9.874,448.55,6,0.033209,3.227949,2.530553,0,34.013018,2.623539,5.579171,51.859724,0.132837,0,0.033209,3.227949,2.530553,0,34.013018,2.623539,5.579171,51.859724,0.132837,0,2.423394356,5.52699405,5.007996801,32.62427184,0.257752529,0,1800,1800,0,143100,3600,0,2700,0,0,0.830143541,0.011961722,0,0,100,2,0,0
"2835","background",9745064,3050102,1,589.118,2.358,2.0421,2.0421,1.166,0.85284,1.1661,14.07653,1294.57,758.38772,0,2.06,2.14,2.29,1.734,1.264,0.706,0.411,0.274,0.219,0.249,4.013,1.581,509.941,8,0,6.478625,0.749229,0,65.00661,3.393565,10.04848,14.323491,0,0,0,6.478625,0.749229,0,65.00661,3.393565,10.04848,14.323491,0,0,9.068083215,7.091177606,2.81798149,65.70967742,0.260101366,0,900,0,0,55800,10800,8100,10800,0,0,0.542735043,0,0,100,0,1,0,0
"2836","background",9745228,3050102,2,598.986,8.742,0.2088,8.5707,6.162,0.9106,0.91652,14.39609,1306.75,773.19835,0,9.03,9.343,9.787,7.942,6.397,4.243,3.152,2.716,0.94,10.752,13.854,7.785,526.276,8,0,9.051724,0,0,70.689655,0,0,20.258621,0,0,0,2.688228,0,0,92.586371,1.627639,0.493542,2.58322,0,0,6.785733424,3.800414332,3.150862069,87.52631579,0.240948276,0,1800,0,0,17100,0,0,900,0,0,0.77173913,0,0,100,0,1,0,0
"2837","background",9747334,3050102,2,472.736,12.055,0.8064,26.1711,11.431,0.95698,0.45118,15.68934,1163.6,836.90527,0,18.664,21.651,22.966,14.198,8.549,6.32,5.142,5.258,8.24,8.779,6.712,14.057,339.99,5,0,35.15625,18.973214,3.348214,39.843751,0,0,2.678571,0,0,0,35.885003,27.322122,16.802503,16.135355,0.302624,0.766876,2.747688,0,0,5.218348288,12.58732709,4.848901099,38,0.285983721,0,10800,900,0,43200,0,0,1800,0,0,0.528619529,0.151515152,0,0,100,1,0,0
"2838","background",9745128,3050102,4,578.893,177.203,2.7234,178.1244,114.402,0.70689,2.38537,14.5402,1271.91,781.95719,0,151.283,166.492,181.425,150.372,116.276,91.98,64.876,64.937,75.843,114.78,132.512,124.802,472.578,6,0.264375,5.188367,0,0,64.144085,9.947125,3.86649,16.589557,0,0,0.031326,5.412397,0.319327,0.024253,79.610036,3.860729,2.825946,7.852321,0.007074,0.003537,4.738208636,3.704462438,2.695011717,0,0.268828258,6300,0,0,0,55800,0,0,0,0,0,0.925465839,0,0,100,0,0,0,0
"2839","background",9745136,3050102,1,542.631,1.571,2.781,2.781,1.308,0.75689,1.30805,14.66687,1224.35,790.04237,0,2.468,2.617,2.808,1.982,1.335,0.785,0.486,0.336,0.261,0.186,0.748,1.688,420.031,5,0,20.517799,36.504854,23.915857,9.288026,0.744337,1.229773,7.799353,0,0,0,20.517799,36.504854,23.915857,9.288026,0.744337,1.229773,7.799353,0,0,2.09999436,14.76772663,4.94789644,38,0.260766986,0,7200,28800,8100,1800,0,0,3600,0,0,0.049822064,0,0,0,100,1,0,0
"2840","background",9745892,3050102,1,539.551,0.814,0.1089,1.6488,0.774,0.70945,0.05078,14.88254,1224.96,800.42289,0,1.463,1.552,1.669,1.158,0.782,0.45,0.287,0.199,0.155,0.133,0.447,1.003,416.463,6,0,0,0,0,54.545454,9.090909,14.049587,22.31405,0,0,3.056769,4.203057,8.515284,0,52.01965,2.401747,7.041485,22.762009,0,0,3.521672632,1.96708211,4.933884298,38,0.301322315,0,0,0,0,8100,2700,0,3600,0,0,0.492753623,0.144927536,0,0,100,0,0,0
